index;filename;m_timestamp;total_coverage;current_coverage;total_coverage_own_finds
;id_1_4_001805;2019-10-29 18:29:14.221485;0 days 04:11:41.953082;5852;1296;293
;id_0_2_000698;2019-10-29 14:47:09.872071;0 days 00:29:37.603668;5852;2379;54
;id:000630,src:000000,op:flip1,pos:6628,+cov;2019-10-29 13:44:34.697858;0.0;5852;2328;3
;id_0_0_000904;2019-10-29 14:50:31.282218;0 days 00:32:59.013815;5852;2332;9
;id:000437,src:000000,op:flip1,pos:6245;2019-10-29 13:44:34.697858;0.0;5852;2346;29
;id_1_3_001300_cov;2019-10-29 16:41:10.358581;0 days 02:23:38.090178;5853;2102;236
;id_0_11_000515;2019-10-29 14:27:59.722650;0 days 00:10:27.454247;5853;515;93
;id:000604,src:000000,op:flip1,pos:6565;2019-10-29 13:44:34.697858;0.0;5853;2339;18
;id_3_9_003105_cov;2019-10-30 07:39:19.677105;0 days 17:21:47.408702;5853;1783;487
;id_2_6_001989;2019-10-29 21:23:16.530869;0 days 07:05:44.262466;5853;2445;192
;id_0_3_000344_cov;2019-10-29 14:20:30.238775;0 days 00:02:57.970372;5853;941;96
;id_2_2_002091;2019-10-29 22:39:41.923667;0 days 08:22:09.655264;5853;763;92
;id:001357,src:000000,op:havoc,rep:128;2019-10-29 13:44:34.697858;0.0;5853;503;97
;id_2_1_002125;2019-10-29 22:53:34.175859;0 days 08:36:01.907456;5853;731;229
;id_1_9_001224;2019-10-29 16:33:15.639037;0 days 02:15:43.370634;5853;2377;145
;id_1_7_001551;2019-10-29 17:20:29.840405;0 days 03:02:57.572002;5853;2115;173
;id_0_10_000908;2019-10-29 14:50:55.117998;0 days 00:33:22.849595;5853;2291;202
;id_2_12_002596;2019-10-30 00:46:53.471368;0 days 10:29:21.202965;5853;1785;572
;id_2_10_002161;2019-10-29 22:54:21.635413;0 days 08:36:49.367010;5853;733;231
;id_3_3_002991;2019-10-30 06:54:17.526692;0 days 16:36:45.258289;5853;1714;493
;id_0_2_000017;2019-10-29 14:15:28.737532;0.0;5853;2413;89
;id_2_0_002009;2019-10-29 21:41:23.328549;0 days 07:23:51.060146;5853;2391;171
;id_0_2_000643;2019-10-29 14:41:21.687275;0 days 00:23:49.418872;5853;2396;84
;id:000038,src:000000,op:flip1,pos:52,+cov;2019-10-29 13:44:34.697858;0.0;5853;2326;1
;id_3_4_002762;2019-10-30 03:31:52.273761;0 days 13:14:20.005358;5855;707;86
;id_2_10_002498;2019-10-30 00:17:27.088117;0 days 09:59:54.819714;5855;2127;146
;id_3_10_003270;2019-10-30 08:47:36.898332;0 days 18:30:04.629929;5855;728;226
;id:000871,src:000000,op:flip2,pos:6681;2019-10-29 13:44:34.697858;0.0;5855;2314;11
;id_1_5_001400;2019-10-29 16:56:33.649922;0 days 02:39:01.381519;5855;638;87
;id_2_10_002430_cov;2019-10-29 23:34:41.184482;0 days 09:17:08.916079;5855;2235;264
;id_2_9_002350;2019-10-29 23:22:39.583332;0 days 09:05:07.314929;5855;2320;279
;id:000259,src:000000,op:flip1,pos:1253;2019-10-29 13:44:34.697858;0.0;5855;2328;3
;id_1_2_001522;2019-10-29 17:15:17.895352;0 days 02:57:45.626949;5855;709;147
;id_1_8_001147;2019-10-29 16:28:28.577729;0 days 02:10:56.309326;5855;2201;189
;id_3_9_002904;2019-10-30 06:05:23.546538;0 days 15:47:51.278135;5855;1630;475
;id:000362,src:000000,op:flip1,pos:5244,+cov;2019-10-29 13:44:34.697858;0.0;5855;2323;2
;id_0_5_000083;2019-10-29 14:15:40.933420;0.0;5855;375;35
;id_2_1_002440;2019-10-29 23:36:31.175433;0 days 09:18:58.907030;5855;2131;100
;id_0_6_000815_cov;2019-10-29 14:48:02.755584;0 days 00:30:30.487181;5855;2320;111
;id_1_9_001796;2019-10-29 18:23:09.176979;0 days 04:05:36.908576;5855;680;72
;id:001178,src:000000,op:arith8,pos:7188,val:+5;2019-10-29 13:44:34.697858;0.0;5855;2274;101
;id_0_2_000279;2019-10-29 14:18:43.671750;0 days 00:01:11.403347;5855;2410;103
;id_1_10_001416;2019-10-29 17:01:50.470945;0 days 02:44:18.202542;5855;2381;187
;id_3_0_003166;2019-10-30 08:09:19.656074;0 days 17:51:47.387671;5855;1703;517
;id:000211,src:000000,op:flip1,pos:916;2019-10-29 13:44:34.697858;0.0;5855;2325;0
;id:001381,src:000000,op:havoc,rep:128;2019-10-29 13:44:34.701858;0.0;5855;427;81
;id_3_8_003169;2019-10-30 08:13:21.669794;0 days 17:55:49.401391;5855;752;144
;id_1_7_001568;2019-10-29 17:25:13.169733;0 days 03:07:40.901330;5855;734;102
;id_0_0_000947;2019-10-29 15:00:39.676187;0 days 00:43:07.407784;5855;2350;28
;id_1_4_001610;2019-10-29 17:32:35.053571;0 days 03:15:02.785168;5855;710;137
;id:001322,src:000000,op:ext_AO,pos:7198;2019-10-29 13:44:34.701858;0.0;5855;2392;102
;id_2_8_002448;2019-10-29 23:40:31.777144;0 days 09:22:59.508741;5855;2504;229
;id_2_6_002132;2019-10-29 22:54:00.507612;0 days 08:36:28.239209;5855;717;223
;id:000200,src:000000,op:flip1,pos:848,+cov;2019-10-29 13:44:34.701858;0.0;5855;2325;0
;id:001339,src:000000,op:havoc,rep:8;2019-10-29 13:44:34.701858;0.0;5855;2201;73
;id_3_10_003351;2019-10-30 10:15:44.776508;0 days 19:58:12.508105;5855;1731;521
;id_4_10_003411;2019-10-30 12:33:29.779875;0 days 22:15:57.511472;5856;838;177
;id:001024,src:000000,op:arith8,pos:357,val:-12;2019-10-29 13:44:34.701858;0.0;5856;2328;4
;id:001131,src:000000,op:arith8,pos:6565,val:+20;2019-10-29 13:44:34.701858;0.0;5856;2382;57
;id_2_10_002365_cov;2019-10-29 23:25:37.221655;0 days 09:08:04.953252;5856;2452;371
;id_0_2_000110;2019-10-29 14:16:06.141190;0.0;5856;2405;85
;id:000981,src:000000,op:flip16,pos:7152;2019-10-29 13:44:34.701858;0.0;5856;805;108
;id:000759,src:000000,op:flip1,pos:7280;2019-10-29 13:44:34.701858;0.0;5856;2234;22
;id_2_10_002099;2019-10-29 22:44:12.305134;0 days 08:26:40.036731;5856;2341;277
;id:000121,src:000000,op:flip1,pos:432;2019-10-29 13:44:34.701858;0.0;5856;2325;0
;id_0_2_000262;2019-10-29 14:18:08.692070;0 days 00:00:36.423667;5856;2321;108
;id_0_6_000983_cov;2019-10-29 15:09:55.770247;0 days 00:52:23.501844;5856;2248;249
;id_2_10_002516;2019-10-30 00:26:16.527096;0 days 10:08:44.258693;5857;816;156
;id:000551,src:000000,op:flip1,pos:6480;2019-10-29 13:44:34.701858;0.0;5857;2327;2
;id_4_8_003399;2019-10-30 12:24:59.908602;0 days 22:07:27.640199;5858;1755;524
;id:000622,src:000000,op:flip1,pos:6605;2019-10-29 13:44:34.701858;0.0;5858;2330;6
;id_0_5_000461;2019-10-29 14:23:42.613011;0 days 00:06:10.344608;5858;2325;116
;id:001228,src:000000,op:arith16,pos:4190,val:-3;2019-10-29 13:44:34.701858;0.0;5859;933;43
;id_2_8_002389_cov;2019-10-29 23:29:05.135693;0 days 09:11:32.867290;5859;758;106
;id_1_10_001893;2019-10-29 19:12:08.209198;0 days 04:54:35.940795;5859;2210;243
;id:000959,src:000000,op:flip4,pos:6948;2019-10-29 13:44:34.701858;0.0;5859;2317;1
;id_0_2_001012;2019-10-29 15:18:48.768934;0 days 01:01:16.500531;5859;2373;48
;id_1_7_001309;2019-10-29 16:41:26.030434;0 days 02:23:53.762031;5859;2224;283
;id_3_10_002750_cov;2019-10-30 03:07:41.735439;0 days 12:50:09.467036;5859;1795;581
;id:000194,src:000000,op:flip1,pos:817,+cov;2019-10-29 13:44:34.701858;0.0;5859;2325;0
;id_3_12_003219;2019-10-30 08:18:15.819017;0 days 18:00:43.550614;5859;1772;572
;id_1_6_001283;2019-10-29 16:40:55.038724;0 days 02:23:22.770321;5859;2135;267
;id:000467,src:000000,op:flip1,pos:6320;2019-10-29 13:44:34.701858;0.0;5859;2328;5
;id_3_5_002860;2019-10-30 05:31:30.233908;0 days 15:13:57.965505;5859;2299;226
;id_3_10_003034_cov;2019-10-30 07:17:09.213728;0 days 16:59:36.945325;5861;1347;341
;id:001367,src:000000,op:havoc,rep:64;2019-10-29 13:44:34.701858;0.0;5861;516;94
;id_2_10_002450;2019-10-29 23:41:54.096363;0 days 09:24:21.827960;5861;1872;206
;id:000004,src:000000,op:flip1,pos:3,+cov;2019-10-29 13:44:34.701858;0.0;5865;354;47
;id_0_7_000276;2019-10-29 14:18:31.147865;0 days 00:00:58.879462;5865;1780;149
;id_0_2_000239;2019-10-29 14:17:42.844307;0 days 00:00:10.575904;5865;2400;78
;id_1_0_001460;2019-10-29 17:05:43.852751;0 days 02:48:11.584348;5865;2357;220
;id_0_2_001014;2019-10-29 15:20:03.296205;0 days 01:02:31.027802;5865;2361;36
;id:000411,src:000000,op:flip1,pos:6200;2019-10-29 13:44:34.701858;0.0;5865;2332;8
;id_0_2_000306;2019-10-29 14:19:43.343204;0 days 00:02:11.074801;5865;2411;86
;id_4_2_003367;2019-10-30 11:08:52.114770;0 days 20:51:19.846367;5865;2140;195
;id:000118,src:000000,op:flip1,pos:426,+cov;2019-10-29 13:44:34.701858;0.0;5865;2328;3
;id_2_11_002559_cov;2019-10-30 00:34:00.738698;0 days 10:16:28.470295;5865;801;229
;id_0_2_000329;2019-10-29 14:20:28.966786;0 days 00:02:56.698383;5865;2416;100
;id_0_6_000931_cov;2019-10-29 14:52:12.165289;0 days 00:34:39.896886;5865;2151;193
;id:000999,src:000000,op:arith8,pos:18,val:+3,+cov;2019-10-29 13:44:34.701858;0.0;5865;2340;24
;id:001006,src:000000,op:arith8,pos:44,val:-6;2019-10-29 13:44:34.701858;0.0;5865;2324;1
;id_0_7_000762;2019-10-29 14:47:52.487679;0 days 00:30:20.219276;5865;841;309
;id:000984,src:000000,op:flip32,pos:1046;2019-10-29 13:44:34.701858;0.0;5865;2330;5
;id:000524,src:000000,op:flip1,pos:6405;2019-10-29 13:44:34.701858;0.0;5865;2358;48
;id_0_7_000725;2019-10-29 14:47:52.439679;0 days 00:30:20.171276;5865;833;303
;id:000966,src:000000,op:flip4,pos:7201;2019-10-29 13:44:34.701858;0.0;5865;2320;47
;id_1_6_001409;2019-10-29 17:00:52.959485;0 days 02:43:20.691082;5865;2298;187
;id_0_7_000870;2019-10-29 14:48:18.663438;0 days 00:30:46.395035;5865;2462;205
;id:001065,src:000000,op:arith8,pos:6164,val:-26;2019-10-29 13:44:34.701858;0.0;5865;2329;4
;id_1_7_001290;2019-10-29 16:40:55.826716;0 days 02:23:23.558313;5865;2106;256
;id_0_2_000287;2019-10-29 14:19:11.047500;0 days 00:01:38.779097;5865;2345;30
;id:000463,src:000000,op:flip1,pos:6319;2019-10-29 13:44:34.701858;0.0;5865;2330;5
;id_1_7_001943;2019-10-29 19:56:34.444079;0 days 05:39:02.175676;5865;753;78
;id:001331,src:000000,op:havoc,rep:64;2019-10-29 13:44:34.701858;0.0;5865;308;26
;id_1_6_001078;2019-10-29 16:05:56.150175;0 days 01:48:23.881772;5865;1864;194
;id_3_10_003090;2019-10-30 07:26:23.372476;0 days 17:08:51.104073;5865;1021;249
;id:001040,src:000000,op:arith8,pos:1047,val:+10,+cov;2019-10-29 13:44:34.701858;0.0;5865;2341;16
;id_1_6_001105;2019-10-29 16:28:09.977903;0 days 02:10:37.709500;5865;2359;70
;id_1_1_001634;2019-10-29 17:44:00.683117;0 days 03:26:28.414714;5865;719;139
;id_0_7_000733;2019-10-29 14:47:52.443679;0 days 00:30:20.175276;5865;837;305
;id:000534,src:000000,op:flip1,pos:6444;2019-10-29 13:44:34.701858;0.0;5865;2349;24
;id_0_11_000049;2019-10-29 14:15:31.741504;0.0;5865;514;93
;id_1_9_001386;2019-10-29 16:53:27.295672;0 days 02:35:55.027269;5865;419;93
;id_0_7_000898;2019-10-29 14:48:38.687254;0 days 00:31:06.418851;5865;2389;169
;id_1_5_001915;2019-10-29 19:29:59.411105;0 days 05:12:27.142702;5865;2391;88
;id_2_10_002706;2019-10-30 02:13:23.494286;0 days 11:55:51.225883;5865;1092;102
;id_3_11_003257_cov;2019-10-30 08:42:05.777475;0 days 18:24:33.509072;5865;801;234
;id:000150,src:000000,op:flip1,pos:628,+cov;2019-10-29 13:44:34.701858;0.0;5865;2330;9
;id_0_6_000826_cov;2019-10-29 14:48:14.287478;0 days 00:30:42.019075;5865;2067;87
;id:000379,src:000000,op:flip1,pos:6151,+cov;2019-10-29 13:44:34.701858;0.0;5865;2329;4
;id_2_10_002169;2019-10-29 22:54:24.703384;0 days 08:36:52.434981;5865;733;231
;id_0_3_000351;2019-10-29 14:20:41.098675;0 days 00:03:08.830272;5865;2253;142
;id:000300,src:000000,op:flip1,pos:4357;2019-10-29 13:44:34.701858;0.0;5865;2325;0
;id_2_12_002583_cov;2019-10-30 00:46:51.603386;0 days 10:29:19.334983;5865;1843;626
;id:000058,src:000000,op:flip1,pos:340;2019-10-29 13:44:34.701858;0.0;5865;2325;0
;id:000084,src:000000,op:flip1,pos:363;2019-10-29 13:44:34.701858;0.0;5865;2325;1
;id_0_2_000958;2019-10-29 15:02:42.434814;0 days 00:45:10.166411;5865;1077;70
;id_1_001484;2019-10-29 17:05:49.336700;0 days 02:48:17.068297;5865;2450;307
;id:000337,src:000000,op:flip1,pos:4758;2019-10-29 13:44:34.701858;0.0;5865;2322;12
;id:001430,src:000002,op:havoc,rep:128,+cov;2019-10-29 13:44:34.701858;0.0;5866;351;56
;id_4_11_003362_cov;2019-10-30 10:36:44.520708;0 days 20:19:12.252305;5867;1719;577
;id_1_9_001254_cov;2019-10-29 16:37:28.944658;0 days 02:19:56.676255;5867;705;118
;id_3_0_002867;2019-10-30 05:44:14.874657;0 days 15:26:42.606254;5867;1859;623
;id_1_2_001471;2019-10-29 17:05:44.448746;0 days 02:48:12.180343;5867;2439;310
;id:001113,src:000000,op:arith8,pos:6481,val:+22;2019-10-29 13:44:34.701858;0.0;5867;2328;3
;id_0_7_000774;2019-10-29 14:47:52.507679;0 days 00:30:20.239276;5867;844;311
;id_2_1_002127;2019-10-29 22:53:35.891843;0 days 08:36:03.623440;5867;731;229
;id_2_10_002190;2019-10-29 23:04:02.257895;0 days 08:46:29.989492;5867;1786;170
;id_3_9_002947;2019-10-30 06:10:21.955701;0 days 15:52:49.687298;5867;1858;240
;id:000782,src:000000,op:flip2,pos:400,+cov;2019-10-29 13:44:34.701858;0.0;5867;2320;0
;id:000261,src:000000,op:flip1,pos:1302;2019-10-29 13:44:34.701858;0.0;5867;2325;0
;id_3_7_003054_cov;2019-10-30 07:26:14.068564;0 days 17:08:41.800161;5868;1742;557
;id_1_9_001243;2019-10-29 16:36:53.972987;0 days 02:19:21.704584;5868;2324;162
;id_0_3_000646;2019-10-29 14:41:24.067254;0 days 00:23:51.798851;5868;2301;131
;id_1_5_001054;2019-10-29 15:42:37.023412;0 days 01:25:04.755009;5868;2259;154
;id:000499,src:000000,op:flip1,pos:6361,+cov;2019-10-29 13:44:34.701858;0.0;5868;1067;58
;id:000667,src:000000,op:flip1,pos:6837;2019-10-29 13:44:34.701858;0.0;5868;2328;4
;id_0_6_000817;2019-10-29 14:48:13.347487;0 days 00:30:41.079084;5868;2032;58
;id_1_3_001299;2019-10-29 16:41:08.494598;0 days 02:23:36.226195;5868;2094;219
;id:000986,src:000000,op:flip32,pos:4157;2019-10-29 13:44:34.701858;0.0;5869;922;42
;id:000983,src:000000,op:flip32,pos:687,+cov;2019-10-29 13:44:34.701858;0.0;5869;2331;6
;id:001253,src:000000,op:int8,pos:6364,val:+0,+cov;2019-10-29 13:44:34.701858;0.0;5869;1054;46
;id_3_12_003122;2019-10-30 07:47:04.680693;0 days 17:29:32.412290;5869;1714;502
;id_0_7_000861_cov;2019-10-29 14:48:17.795446;0 days 00:30:45.527043;5869;2514;256
;id:000282,src:000000,op:flip1,pos:4172,+cov;2019-10-29 13:44:34.701858;0.0;5869;2328;3
;id_2_4_002196;2019-10-29 23:04:59.329353;0 days 08:47:27.060950;5869;1768;508
;id:000678,src:000000,op:flip1,pos:6905;2019-10-29 13:44:34.701858;0.0;5869;743;68
;id:001088,src:000000,op:arith8,pos:6308,val:-6;2019-10-29 13:44:34.701858;0.0;5869;2146;45
;id:001312,src:000000,op:int32,pos:7198,val:+100663045;2019-10-29 13:44:34.701858;0.0;5869;2326;49
;id_1_2_001795;2019-10-29 18:22:12.265521;0 days 04:04:39.997118;5869;586;55
;id:000529,src:000000,op:flip1,pos:6428,+cov;2019-10-29 13:44:34.701858;0.0;5869;2269;10
;id_0_4_000671;2019-10-29 14:46:05.100667;0 days 00:28:32.832264;5869;2415;94
;id_0_4_000981;2019-10-29 15:09:47.550331;0 days 00:52:15.281928;5869;2253;231
;id:001109,src:000000,op:arith8,pos:6480,val:+4;2019-10-29 13:44:34.701858;0.0;5869;2327;2
;id_3_10_002748;2019-10-30 03:07:39.971456;0 days 12:50:07.703053;5869;1754;539
;id:001352,src:000000,op:havoc,rep:32;2019-10-29 13:44:34.701858;0.0;5869;2281;98
;id_0_7_000718;2019-10-29 14:47:52.435679;0 days 00:30:20.167276;5869;826;301
;id_2_2_002112;2019-10-29 22:48:00.614992;0 days 08:30:28.346589;5869;1861;138
;id:000613,src:000000,op:flip1,pos:6597,+cov;2019-10-29 13:44:34.701858;0.0;5869;2327;2
;id_0_2_001038;2019-10-29 15:28:48.531105;0 days 01:11:16.262702;5869;2384;59
;id_3_002836;2019-10-30 05:13:20.428321;0 days 14:55:48.159918;5869;2116;168
;id:001198,src:000000,op:arith8,pos:7201,val:-3;2019-10-29 13:44:34.701858;0.0;5869;2302;47
;id_3_0_003152;2019-10-30 07:49:49.211132;0 days 17:32:16.942729;5869;2329;197
;id_0_2_000263;2019-10-29 14:18:08.700070;0 days 00:00:36.431667;5869;2320;108
;id:000302,src:000000,op:flip1,pos:4382;2019-10-29 13:44:34.701858;0.0;5869;2325;0
;id:000653,src:000000,op:flip1,pos:6685;2019-10-29 13:44:34.701858;0.0;5869;2318;5
;id_1_001097;2019-10-29 16:27:57.782017;0 days 02:10:25.513614;5869;2452;191
;id:000792,src:000000,op:flip2,pos:766,+cov;2019-10-29 13:44:34.701858;0.0;5869;2320;2
;id:000971,src:000000,op:flip8,pos:6164;2019-10-29 13:44:34.701858;0.0;5869;2290;0
;id_0_4_000429;2019-10-29 14:22:23.305738;0 days 00:04:51.037335;5869;2422;102
;id_3_6_003173;2019-10-30 08:18:05.343116;0 days 18:00:33.074713;5869;1830;628
;id:000952,src:000000,op:flip4,pos:6564;2019-10-29 13:44:34.701858;0.0;5869;2344;20
;id_1_0_001440_cov;2019-10-29 17:05:43.200758;0 days 02:48:10.932355;5869;2448;312
;id_3_10_003187;2019-10-30 08:18:13.695037;0 days 18:00:41.426634;5869;1807;607
;id:000755,src:000000,op:flip1,pos:7280,+cov;2019-10-29 13:44:34.701858;0.0;5869;2236;19
;id:000025,src:000000,op:flip1,pos:33;2019-10-29 13:44:34.701858;0.0;5869;506;91
;id_2_10_002074;2019-10-29 22:36:48.369290;0 days 08:19:16.100887;5869;1857;183
;id_0_3_000382;2019-10-29 14:20:49.502598;0 days 00:03:17.234195;5869;2414;96
;id_4_4_003422;2019-10-30 12:42:41.714817;0 days 22:25:09.446414;5869;1557;129
;id_0_7_000737_cov;2019-10-29 14:47:52.443679;0 days 00:30:20.175276;5869;839;308
;id_0_2_000484;2019-10-29 14:25:22.900090;0 days 00:07:50.631687;5869;2416;108
;id:001153,src:000000,op:arith8,pos:6685,val:+22;2019-10-29 13:44:34.701858;0.0;5869;2394;70
;id:000611,src:000000,op:flip1,pos:6596,+cov;2019-10-29 13:44:34.701858;0.0;5869;2327;2
;id_0_2_000004;2019-10-29 14:15:28.341535;0.0;5869;2395;70
;id:000207,src:000000,op:flip1,pos:892;2019-10-29 13:44:34.701858;0.0;5869;2325;0
;id:001046,src:000000,op:arith8,pos:1190,val:+27,+cov;2019-10-29 13:44:34.701858;0.0;5869;2336;11
;id_0_4_000081;2019-10-29 14:15:40.741422;0.0;5869;511;93
;id:001106,src:000000,op:arith8,pos:6405,val:+23;2019-10-29 13:44:34.701858;0.0;5869;2388;78
;id_3_1_002845;2019-10-30 05:22:02.243312;0 days 15:04:29.974909;5869;360;57
;id_3_10_003081;2019-10-30 07:26:22.564483;0 days 17:08:50.296080;5869;1747;567
;id_2_3_002021;2019-10-29 21:45:57.409953;0 days 07:28:25.141550;5869;711;137
;id_1_6_001595;2019-10-29 17:30:02.571006;0 days 03:12:30.302603;5869;2243;196
;id_1_0_001428_cov;2019-10-29 17:05:42.612763;0 days 02:48:10.344360;5869;2452;309
;id_2_5_002618;2019-10-30 00:52:24.896226;0 days 10:34:52.627823;5869;2314;185
;id:001304,src:000000,op:int32,pos:6150,val:-32769,+cov;2019-10-29 13:44:34.701858;0.0;5869;605;118
;id_0_4_000667;2019-10-29 14:46:03.792679;0 days 00:28:31.524276;5869;2409;91
;id:000262,src:000000,op:flip1,pos:1305,+cov;2019-10-29 13:44:34.701858;0.0;5869;2334;9
;id:001075,src:000000,op:arith8,pos:6188,val:+11,+cov;2019-10-29 13:44:34.701858;0.0;5869;2348;29
;id_1_3_001342;2019-10-29 16:46:29.335594;0 days 02:28:57.067191;5869;1680;348
;id_1_9_001845_cov;2019-10-29 18:43:05.589595;0 days 04:25:33.321192;5869;2431;167
;id:001306,src:000000,op:int32,pos:6364,val:-1,+cov;2019-10-29 13:44:34.701858;0.0;5869;1058;49
;id:000734,src:000000,op:flip1,pos:7204,+cov;2019-10-29 13:44:34.701858;0.0;5869;2334;19
;id:000481,src:000000,op:flip1,pos:6328;2019-10-29 13:44:34.701858;0.0;5869;508;91
;id_0_10_000471;2019-10-29 14:24:40.068484;0 days 00:07:07.800081;5869;665;68
;id:000394,src:000000,op:flip1,pos:6164;2019-10-29 13:44:34.701858;0.0;5869;2323;0
;id:000584,src:000000,op:flip1,pos:6524;2019-10-29 13:44:34.701858;0.0;5869;2392;74
;id:000936,src:000000,op:flip4,pos:3975,+cov;2019-10-29 13:44:34.701858;0.0;5869;2335;10
;id_1_6_001808_cov;2019-10-29 18:29:39.453245;0 days 04:12:07.184842;5870;953;225
;id:000579,src:000000,op:flip1,pos:6513;2019-10-29 13:44:34.701858;0.0;5870;774;106
;id_1_1_001648;2019-10-29 17:46:01.673978;0 days 03:28:29.405575;5870;1564;349
;id:000482,src:000000,op:flip1,pos:6328,+cov;2019-10-29 13:44:34.701858;0.0;5870;2379;57
;id_3_12_003213;2019-10-30 08:18:15.455020;0 days 18:00:43.186617;5870;1750;553
;id_1_6_001077;2019-10-29 16:05:55.578180;0 days 01:48:23.309777;5870;1834;167
;id_2_5_002617;2019-10-30 00:52:24.540229;0 days 10:34:52.271826;5870;2309;179
;id:000517,src:000000,op:flip1,pos:6399;2019-10-29 13:44:34.701858;0.0;5870;2330;5
;id_0_7_000867;2019-10-29 14:48:18.239442;0 days 00:30:45.971039;5870;2445;190
;id_0_7_000785;2019-10-29 14:47:52.523679;0 days 00:30:20.255276;5870;844;311
;id_2_12_002610_cov;2019-10-30 00:46:55.663347;0 days 10:29:23.394944;5871;1693;541
;id_0_2_000378;2019-10-29 14:20:47.906613;0 days 00:03:15.638210;5871;2406;83
;id_1_6_001664;2019-10-29 17:46:06.789930;0 days 03:28:34.521527;5871;1702;446
;id_2_10_002578;2019-10-30 00:46:49.879402;0 days 10:29:17.610999;5871;1750;529
;id_0_2_000948;2019-10-29 15:00:42.820151;0 days 00:43:10.551748;5871;2410;89
;id:000531,src:000000,op:flip1,pos:6440,+cov;2019-10-29 13:44:34.701858;0.0;5871;1059;48
;id_2_6_002065_cov;2019-10-29 22:33:14.211287;0 days 08:15:41.942884;5871;2277;226
;id_0_2_000138;2019-10-29 14:16:15.641104;0.0;5871;2398;76
;id_0_2_000141;2019-10-29 14:16:15.665103;0.0;5871;2409;85
;id_3_11_003000_cov;2019-10-30 07:02:58.865778;0 days 16:45:26.597375;5873;1846;625
;id_3_12_003215;2019-10-30 08:18:15.595019;0 days 18:00:43.326616;5873;1827;624
;id:001030,src:000000,op:arith8,pos:659,val:+8,+cov;2019-10-29 13:44:34.701858;0.0;5873;2335;10
;id_3_9_003246;2019-10-30 08:33:22.514444;0 days 18:15:50.246041;5873;842;309
;id_2_9_002309;2019-10-29 23:15:30.235385;0 days 08:57:57.966982;5873;1702;495
;id:001047,src:000000,op:arith8,pos:1225,val:-31,+cov;2019-10-29 13:44:34.701858;0.0;5873;2358;33
;id_2_8_002115;2019-10-29 22:49:03.518401;0 days 08:31:31.249998;5873;2325;404
;id:000519,src:000000,op:flip1,pos:6404;2019-10-29 13:44:34.701858;0.0;5873;2328;16
;id_1_9_001244;2019-10-29 16:36:54.768979;0 days 02:19:22.500576;5873;2317;156
;id_1_9_001762;2019-10-29 18:03:23.484152;0 days 03:45:51.215749;5873;2461;225
;id:001104,src:000000,op:arith8,pos:6405,val:+21;2019-10-29 13:44:34.701858;0.0;5873;2389;77
;id_1_9_001932;2019-10-29 19:47:33.169181;0 days 05:30:00.900778;5873;2294;98
;id_1_3_001298;2019-10-29 16:41:08.274600;0 days 02:23:36.006197;5873;2180;255
;id_3_12_003221;2019-10-30 08:18:16.243013;0 days 18:00:43.974610;5873;1741;539
;id_2_10_002449;2019-10-29 23:41:54.076363;0 days 09:24:21.807960;5873;1866;202
;id:001281,src:000000,op:int16,pos:6596,val:be:+32;2019-10-29 13:44:34.701858;0.0;5873;2324;12
;id_1_1_001763;2019-10-29 18:03:40.015996;0 days 03:46:07.747593;5873;1320;55
;id:000910,src:000000,op:flip2,pos:7241;2019-10-29 13:44:34.701858;0.0;5873;2237;7
;id_2_10_001958;2019-10-29 20:21:05.838202;0 days 06:03:33.569799;5873;2464;202
;id:000028,src:000000,op:flip1,pos:44,+cov;2019-10-29 13:44:34.701858;0.0;5873;2325;0
;id_2_10_002619;2019-10-30 00:52:51.811971;0 days 10:35:19.543568;5873;2482;183
;id:000808,src:000000,op:flip2,pos:1544,+cov;2019-10-29 13:44:34.701858;0.0;5873;2319;6
;id:001363,src:000000,op:havoc,rep:16,+cov;2019-10-29 13:44:34.705858;0.0;5873;2110;213
;id_0_7_000396_cov;2019-10-29 14:21:34.062190;0 days 00:04:01.793787;5873;713;96
;id:000019,src:000000,op:flip1,pos:32,+cov;2019-10-29 13:44:34.705858;0.0;5873;496;91
;id:001145,src:000000,op:arith8,pos:6681,val:+1;2019-10-29 13:44:34.705858;0.0;5873;2345;21
;id:000834,src:000000,op:flip2,pos:6324;2019-10-29 13:44:34.705858;0.0;5873;2332;7
;id_0_2_000339;2019-10-29 14:20:29.902778;0 days 00:02:57.634375;5873;2402;88
;id:000151,src:000000,op:flip1,pos:628,+cov;2019-10-29 13:44:34.705858;0.0;5873;2320;2
;id_0_7_000782;2019-10-29 14:47:52.519679;0 days 00:30:20.251276;5873;844;311
;id_0_5_000216;2019-10-29 14:17:24.332476;0.0;5873;639;68
;id_1_3_001507;2019-10-29 17:12:06.869151;0 days 02:54:34.600748;5873;1609;77
;id_1_8_001151;2019-10-29 16:28:56.453467;0 days 02:11:24.185064;5873;2162;176
;id_3_9_003250;2019-10-30 08:38:13.239686;0 days 18:20:40.971283;5873;1732;523
;id:000350,src:000000,op:flip1,pos:4929;2019-10-29 13:44:34.705858;0.0;5873;2326;1
;id_0_7_000560;2019-10-29 14:31:10.524897;0 days 00:13:38.256494;5873;1510;93
;id_0_4_000080_cov;2019-10-29 14:15:40.725422;0.0;5873;581;105
;id_0_2_000340;2019-10-29 14:20:29.994777;0 days 00:02:57.726374;5873;2397;88
