index;filename;m_timestamp;total_coverage;current_coverage;total_coverage_own_finds
;id_2_12_002592_cov;2019-10-30 00:46:52.535377;0 days 10:29:20.266974;5382;1839;622
;id_2_0_002391;2019-10-29 23:29:52.399247;0 days 09:12:20.130844;5382;1270;9
;id_0_2_000169;2019-10-29 14:16:31.756956;0.0;5382;2352;27
;id_2_11_002556;2019-10-30 00:33:59.814706;0 days 10:16:27.546303;5382;1759;531
;id_1_5_001515;2019-10-29 17:14:48.003635;0 days 02:57:15.735232;5382;1239;56
;id:000435,src:000000,op:flip1,pos:6245;2019-10-29 13:44:34.673858;0.0;5382;2348;31
;id_0_2_000021;2019-10-29 14:15:29.173528;0.0;5382;2414;89
;id_1_001087;2019-10-29 16:27:46.318124;0 days 02:10:14.049721;5382;2449;137
;id_2_6_002506;2019-10-30 00:23:51.752468;0 days 10:06:19.484065;5382;718;117
;id_0_5_000039;2019-10-29 14:15:30.297517;0.0;5382;1979;91
;id_1_3_001332;2019-10-29 16:44:22.720780;0 days 02:26:50.452377;5382;1927;228
;id_0_8_001040;2019-10-29 15:29:32.550680;0 days 01:12:00.282277;5382;2296;243
;id_0_2_000237;2019-10-29 14:17:42.828307;0 days 00:00:10.559904;5382;2396;72
;id:000607,src:000000,op:flip1,pos:6588,+cov;2019-10-29 13:44:34.673858;0.0;5382;2334;9
;id:000911,src:000000,op:flip2,pos:7241;2019-10-29 13:44:34.673858;0.0;5382;2279;3
;id_1_2_001384;2019-10-29 16:53:11.543820;0 days 02:35:39.275417;5382;2254;152
;id:000571,src:000000,op:flip1,pos:6487;2019-10-29 13:44:34.673858;0.0;5382;1990;8
;id_0_2_000013;2019-10-29 14:15:28.385535;0.0;5382;2414;89
;id:000163,src:000000,op:flip1,pos:682;2019-10-29 13:44:34.673858;0.0;5382;2319;0
;id_2_002227_cov;2019-10-29 23:05:37.748989;0 days 08:48:05.480586;5383;1496;356
;id_0_5_000707;2019-10-29 14:47:52.059683;0 days 00:30:19.791280;5383;747;242
;id:000561,src:000000,op:flip1,pos:6484,+cov;2019-10-29 13:44:34.673858;0.0;5383;2325;0
;id_3_8_002980;2019-10-30 06:44:31.720250;0 days 16:26:59.451847;5384;1785;563
;id_1_0_001450;2019-10-29 17:05:43.804752;0 days 02:48:11.536349;5384;2433;294
;id_0_2_000028;2019-10-29 14:15:29.717523;0.0;5384;2415;92
;id_0_7_000512;2019-10-29 14:27:41.510818;0 days 00:10:09.242415;5384;1832;164
;id_2_10_002718;2019-10-30 02:21:29.025692;0 days 12:03:56.757289;5384;1339;287
;id_2_1_002128;2019-10-29 22:53:35.931843;0 days 08:36:03.663440;5384;731;229
;id_3_8_003147;2019-10-30 07:49:47.571147;0 days 17:32:15.302744;5384;682;193
;id:000858,src:000000,op:flip2,pos:6557,+cov;2019-10-29 13:44:34.673858;0.0;5384;2345;20
;id_1_3_001301;2019-10-29 16:41:20.154489;0 days 02:23:47.886086;5384;2137;253
;id_2_8_002255;2019-10-29 23:10:36.070165;0 days 08:53:03.801762;5384;2487;170
;id_0_5_000941;2019-10-29 14:55:12.327631;0 days 00:37:40.059228;5384;2115;116
;id_0_2_000406;2019-10-29 14:21:43.954099;0 days 00:04:11.685696;5384;2392;67
;id:000332,src:000000,op:flip1,pos:4709;2019-10-29 13:44:34.673858;0.0;5384;2316;8
;id_0_2_000151;2019-10-29 14:16:25.641012;0.0;5384;2369;102
;id_1_001132;2019-10-29 16:28:15.293853;0 days 02:10:43.025450;5384;846;313
;id_2_002058;2019-10-29 22:31:43.200133;0 days 08:14:10.931730;5384;723;130
;id_3_8_002863;2019-10-30 05:40:28.064807;0 days 15:22:55.796404;5384;2177;208
;id:001132,src:000000,op:arith8,pos:6565,val:+23;2019-10-29 13:44:34.673858;0.0;5384;2374;59
;id_2_10_002653_cov;2019-10-30 01:37:43.142452;0 days 11:20:10.874049;5394;2286;305
;id_2_10_002337;2019-10-29 23:21:47.495823;0 days 09:04:15.227420;5394;2291;213
;id_3_9_003080_cov;2019-10-30 07:26:21.700491;0 days 17:08:49.432088;5397;1745;559
;id_2_3_002564;2019-10-30 00:36:03.745533;0 days 10:18:31.477130;5397;1722;467
;id:000006,src:000000,op:flip1,pos:5,+cov;2019-10-29 13:44:34.673858;0.0;5401;364;51
;id_3_11_003024;2019-10-30 07:04:40.428818;0 days 16:47:08.160415;5401;1855;623
;id:000884,src:000000,op:flip2,pos:6925;2019-10-29 13:44:34.673858;0.0;5401;2350;26
;id_2_3_002646;2019-10-30 01:29:40.599027;0 days 11:12:08.330624;5401;2013;226
;id_3_8_003114;2019-10-30 07:46:49.488837;0 days 17:29:17.220434;5401;1763;566
;id_0_10_000223;2019-10-29 14:17:25.156468;0.0;5401;721;53
;id_2_10_002552_cov;2019-10-30 00:33:54.906753;0 days 10:16:22.638350;5401;1661;459
;id_0_2_000922;2019-10-29 14:52:08.741320;0 days 00:34:36.472917;5401;2074;172
;id:000890,src:000000,op:flip2,pos:7001;2019-10-29 13:44:34.673858;0.0;5401;2337;12
;id:000378,src:000000,op:flip1,pos:6148;2019-10-29 13:44:34.673858;0.0;5401;2331;7
;id:001427,src:000002,op:havoc,rep:128,+cov;2019-10-29 13:44:34.673858;0.0;5414;327;52
;id_3_8_003146;2019-10-30 07:49:47.567147;0 days 17:32:15.298744;5414;686;197
;id_1_9_001750;2019-10-29 17:58:47.310755;0 days 03:41:15.042352;5414;2264;121
;id_0_8_000653;2019-10-29 14:41:39.083115;0 days 00:24:06.814712;5414;2364;210
;id:001105,src:000000,op:arith8,pos:6405,val:+22;2019-10-29 13:44:34.673858;0.0;5414;2389;77
;id_0_7_000564;2019-10-29 14:31:10.528897;0 days 00:13:38.260494;5414;1518;101
;id_0_4_000968_cov;2019-10-29 15:06:45.388212;0 days 00:49:13.119809;5416;663;68
;id_1_9_001150;2019-10-29 16:28:41.357609;0 days 02:11:09.089206;5416;2191;116
;id_3_10_003154_cov;2019-10-30 07:51:01.174449;0 days 17:33:28.906046;5418;1737;548
;id:001067,src:000000,op:arith8,pos:6164,val:-29;2019-10-29 13:44:34.673858;0.0;5418;2325;2
;id_3_10_003186;2019-10-30 08:18:13.663037;0 days 18:00:41.394634;5418;1842;643
;id_2_9_002216;2019-10-29 23:05:02.593322;0 days 08:47:30.324919;5418;1642;445
;id_1_9_001617;2019-10-29 17:35:00.324203;0 days 03:17:28.055800;5418;2175;157
;id_3_8_002971;2019-10-30 06:42:36.137347;0 days 16:25:03.868944;5418;2456;168
;id:000304,src:000000,op:flip1,pos:4478;2019-10-29 13:44:34.673858;0.0;5418;2325;0
;id_1_3_001642;2019-10-29 17:45:48.142105;0 days 03:28:15.873702;5418;653;57
;id_2_2_002265;2019-10-29 23:15:07.435601;0 days 08:57:35.167198;5418;1731;510
;id_3_10_002812;2019-10-30 04:57:51.633122;0 days 14:40:19.364719;5418;2303;227
;id_1_9_001842;2019-10-29 18:43:05.569596;0 days 04:25:33.301193;5418;2439;184
;id_1_0_001459;2019-10-29 17:05:43.840752;0 days 02:48:11.572349;5418;2358;220
;id_0_2_000117;2019-10-29 14:16:06.209190;0.0;5418;2403;84
;id_0_6_000819_cov;2019-10-29 14:48:13.851482;0 days 00:30:41.583079;5418;2035;59
;id_0_11_000389;2019-10-29 14:21:15.158363;0 days 00:03:42.889960;5418;697;48
;id_2_12_002537;2019-10-30 00:29:55.969016;0 days 10:12:23.700613;5418;1703;509
;id_1_001720;2019-10-29 17:46:23.757770;0 days 03:28:51.489367;5418;1519;379
;id_0_4_000036;2019-10-29 14:15:30.205518;0.0;5418;624;47
;id:001394,src:000000,op:havoc,rep:4;2019-10-29 13:44:34.673858;0.0;5418;2389;81
;id_1_2_001065;2019-10-29 16:01:17.020828;0 days 01:43:44.752425;5420;2363;38
;id_1_12_001115;2019-10-29 16:28:14.293862;0 days 02:10:42.025459;5420;781;266
;id:000513,src:000000,op:flip1,pos:6367,+cov;2019-10-29 13:44:34.673858;0.0;5422;1058;49
;id_3_4_002889;2019-10-30 06:01:41.040656;0 days 15:44:08.772253;5425;1841;243
;id_0_7_000979;2019-10-29 15:08:46.362958;0 days 00:51:14.094555;5425;749;41
;id_1_9_001945_cov;2019-10-29 20:03:48.915983;0 days 05:46:16.647580;5429;2414;228
;id_1_5_001063;2019-10-29 15:57:16.587111;0 days 01:39:44.318708;5429;2184;79
;id_2_10_002188;2019-10-29 23:04:01.305903;0 days 08:46:29.037500;5429;1768;162
;id_0_2_000486;2019-10-29 14:25:50.891834;0 days 00:08:18.623431;5429;2371;46
;id_1_6_001310;2019-10-29 16:41:32.574373;0 days 02:24:00.305970;5429;2111;234
;id_0_2_000137;2019-10-29 14:16:15.633104;0.0;5429;2391;68
;id_0_4_001028;2019-10-29 15:24:27.361633;0 days 01:06:55.093230;5429;1202;134
;id_2_9_002478;2019-10-30 00:11:14.411660;0 days 09:53:42.143257;5429;1711;421
;id_3_10_003192;2019-10-30 08:18:13.895035;0 days 18:00:41.626632;5429;1802;604
;id_0_7_000556;2019-10-29 14:31:10.520897;0 days 00:13:38.252494;5429;1568;94
;id:000328,src:000000,op:flip1,pos:4692;2019-10-29 13:44:34.673858;0.0;5429;2325;0
;id_1_7_001944_cov;2019-10-29 20:00:05.970085;0 days 05:42:33.701682;5433;2225;216
;id_0_2_000392;2019-10-29 14:21:18.810329;0 days 00:03:46.541926;5433;2431;111
;id_3_9_003135;2019-10-30 07:49:27.203341;0 days 17:31:54.934938;5433;642;167
;id:000363,src:000000,op:flip1,pos:5867;2019-10-29 13:44:34.673858;0.0;5433;2325;0
;id:001358,src:000000,op:havoc,rep:16,+cov;2019-10-29 13:44:34.673858;0.0;5433;1056;98
;id_3_5_002806;2019-10-30 04:43:36.337206;0 days 14:26:04.068803;5433;1896;241
;id_1_6_001315;2019-10-29 16:41:33.578363;0 days 02:24:01.309960;5433;2138;233
;id_4_7_003371;2019-10-30 11:13:37.436109;0 days 20:56:05.167706;5434;1753;496
;id:000354,src:000000,op:flip1,pos:5008,+cov;2019-10-29 13:44:34.673858;0.0;5434;2328;3
;id_0_2_000376;2019-10-29 14:20:47.838613;0 days 00:03:15.570210;5434;2407;83
;id_0_2_000238;2019-10-29 14:17:42.840307;0 days 00:00:10.571904;5434;2403;80
;id:001401,src:000000,op:havoc,rep:8,+cov;2019-10-29 13:44:34.673858;0.0;5434;2038;66
;id_2_0_002045;2019-10-29 22:19:35.266845;0 days 08:02:02.998442;5434;2464;203
;id_0_10_000222;2019-10-29 14:17:25.156468;0.0;5434;2272;130
;id_3_10_003183;2019-10-30 08:18:13.375040;0 days 18:00:41.106637;5434;1806;611
;id_2_7_002277;2019-10-29 23:15:23.135452;0 days 08:57:50.867049;5434;1708;493
;id:000614,src:000000,op:flip1,pos:6597;2019-10-29 13:44:34.673858;0.0;5434;2327;2
;id_0_7_000848;2019-10-29 14:48:16.887454;0 days 00:30:44.619051;5434;2448;196
;id:000693,src:000000,op:flip1,pos:6965;2019-10-29 13:44:34.673858;0.0;5434;2360;35
;id_0_7_000047;2019-10-29 14:15:31.097510;0.0;5434;768;77
;id:000085,src:000000,op:flip1,pos:364;2019-10-29 13:44:34.673858;0.0;5434;2325;1
;id:000892,src:000000,op:flip2,pos:7036;2019-10-29 13:44:34.673858;0.0;5434;2328;3
;id_0_5_000214;2019-10-29 14:17:24.332476;0.0;5434;653;69
;id_0_2_000254;2019-10-29 14:17:49.100250;0 days 00:00:16.831847;5434;2409;88
;id:001010,src:000000,op:arith8,pos:48,val:-5;2019-10-29 13:44:34.673858;0.0;5434;593;44
;id_2_2_002485;2019-10-30 00:12:01.599211;0 days 09:54:29.330808;5434;736;171
;id_0_7_000777;2019-10-29 14:47:52.507679;0 days 00:30:20.239276;5434;844;311
;id_0_2_000338;2019-10-29 14:20:29.778779;0 days 00:02:57.510376;5434;2407;94
;id_1_9_001765;2019-10-29 18:03:46.583934;0 days 03:46:14.315531;5434;2325;187
;id:000501,src:000000,op:flip1,pos:6361;2019-10-29 13:44:34.673858;0.0;5434;2263;4
;id_1_9_001246;2019-10-29 16:36:54.808979;0 days 02:19:22.540576;5434;2319;158
;id_0_2_000205;2019-10-29 14:17:14.864563;0.0;5434;2446;135
;id_2_9_002342;2019-10-29 23:22:36.143364;0 days 09:05:03.874961;5434;2333;297
;id_2_10_002189;2019-10-29 23:04:02.053896;0 days 08:46:29.785493;5434;1771;170
;id:000526,src:000000,op:flip1,pos:6407;2019-10-29 13:44:34.673858;0.0;5434;1991;23
;id_3_12_003225;2019-10-30 08:18:16.563010;0 days 18:00:44.294607;5434;1792;575
;id_2_10_002088;2019-10-29 22:38:46.488186;0 days 08:21:14.219783;5434;2314;274
;id_0_2_000998;2019-10-29 15:15:15.387038;0 days 00:57:43.118635;5434;2401;89
;id_0_10_000409_cov;2019-10-29 14:21:53.502012;0 days 00:04:21.233609;5434;1655;316
;id:000894,src:000000,op:flip2,pos:7045;2019-10-29 13:44:34.673858;0.0;5434;2360;35
;id_1_6_001596;2019-10-29 17:30:03.426998;0 days 03:12:31.158595;5434;2242;187
;id_1_3_001209;2019-10-29 16:32:04.099708;0 days 02:14:31.831305;5434;1769;503
;id_0_2_000199;2019-10-29 14:17:14.128569;0.0;5434;2437;133
;id_2_10_002160_cov;2019-10-29 22:54:21.615413;0 days 08:36:49.347010;5434;732;231
;id:000091,src:000000,op:flip1,pos:372,+cov;2019-10-29 13:44:34.673858;0.0;5434;2329;5
;id:000962,src:000000,op:flip4,pos:7200;2019-10-29 13:44:34.673858;0.0;5434;2285;50
;id_0_4_000479_cov;2019-10-29 14:25:06.972237;0 days 00:07:34.703834;5434;867;67
;id_0_2_000310;2019-10-29 14:20:12.150940;0 days 00:02:39.882537;5434;2397;77
;id_2_12_002595;2019-10-30 00:46:52.859374;0 days 10:29:20.590971;5434;1858;640
;id_1_7_001203_cov;2019-10-29 16:31:30.612022;0 days 02:13:58.343619;5434;743;107
;id_0_2_000506;2019-10-29 14:27:10.143106;0 days 00:09:37.874703;5434;2368;46
;id_1_001095;2019-10-29 16:27:55.966034;0 days 02:10:23.697631;5434;727;88
;id_4_10_003443;2019-10-30 13:19:42.314308;0 days 23:02:10.045905;5434;771;119
;id_0_2_000121;2019-10-29 14:16:06.513187;0.0;5434;2404;85
;id_0_3_000346;2019-10-29 14:20:30.706770;0 days 00:02:58.438367;5434;2205;100
;id:000496,src:000000,op:flip1,pos:6360;2019-10-29 13:44:34.673858;0.0;5434;2309;4
;id:000511,src:000000,op:flip1,pos:6365;2019-10-29 13:44:34.673858;0.0;5434;2352;27
;id_3_4_002786_cov;2019-10-30 04:22:50.604975;0 days 14:05:18.336572;5445;422;79
;id_2_10_002113;2019-10-29 22:48:28.634729;0 days 08:30:56.366326;5447;1896;219
;id_0_7_000491_cov;2019-10-29 14:26:10.983649;0 days 00:08:38.715246;5447;765;77
;id:000357,src:000000,op:flip1,pos:5124;2019-10-29 13:44:34.673858;0.0;5447;2336;11
;id_1_1_001643;2019-10-29 17:45:59.613997;0 days 03:28:27.345594;5447;1247;287
;id_2_9_002679;2019-10-30 01:55:56.268163;0 days 11:38:23.999760;5448;1902;197
;id_1_4_001517;2019-10-29 17:14:51.683600;0 days 02:57:19.415197;5448;706;95
;id_2_10_002492;2019-10-30 00:13:32.362348;0 days 09:56:00.093945;5449;2427;140
;id_0_2_000259;2019-10-29 14:17:58.868160;0 days 00:00:26.599757;5449;2352;27
;id_2_10_002034_cov;2019-10-29 22:10:19.236110;0 days 07:52:46.967707;5450;353;51
;id_1_10_001258;2019-10-29 16:37:31.008639;0 days 02:19:58.740236;5450;1908;288
;id_3_10_003325;2019-10-30 09:58:15.238405;0 days 19:40:42.970002;5450;1778;563
;id_1_0_001503;2019-10-29 17:10:34.218022;0 days 02:53:01.949619;5450;2402;181
;id:000212,src:000000,op:flip1,pos:918;2019-10-29 13:44:34.673858;0.0;5450;2325;0
;id_3_10_003352;2019-10-30 10:15:44.792508;0 days 19:58:12.524105;5450;1730;522
;id:000315,src:000000,op:flip1,pos:4622;2019-10-29 13:44:34.673858;0.0;5450;2327;2
;id_2_9_002381;2019-10-29 23:28:00.640302;0 days 09:10:28.371899;5450;1725;504
;id:001039,src:000000,op:arith8,pos:995,val:-34,+cov;2019-10-29 13:44:34.673858;0.0;5450;2329;4
;id:000771,src:000000,op:flip2,pos:32;2019-10-29 13:44:34.673858;0.0;5450;505;92
;id_0_7_000917_cov;2019-10-29 14:51:23.417737;0 days 00:33:51.149334;5450;757;94
;id_1_9_001405;2019-10-29 16:57:26.389426;0 days 02:39:54.121023;5450;2086;246
;id_3_3_003297;2019-10-30 09:26:22.580418;0 days 19:08:50.312015;5453;1089;99
;id_0_7_000775;2019-10-29 14:47:52.507679;0 days 00:30:20.239276;5453;844;311
;id_0_4_000605_cov;2019-10-29 14:36:47.773795;0 days 00:19:15.505392;5456;594;109
;id_1_6_001612;2019-10-29 17:32:35.353568;0 days 03:15:03.085165;5456;712;130
;id_1_6_001527;2019-10-29 17:17:29.646106;0 days 02:59:57.377703;5456;2418;195
;id_1_001714;2019-10-29 17:46:23.241775;0 days 03:28:50.973372;5456;1752;490
;id_2_9_002311;2019-10-29 23:15:30.311384;0 days 08:57:58.042981;5456;1734;524
;id_0_5_000529;2019-10-29 14:29:33.913785;0 days 00:12:01.645382;5456;665;59
;id:000704,src:000000,op:flip1,pos:7076;2019-10-29 13:44:34.673858;0.0;5456;2350;28
;id_0_2_000293;2019-10-29 14:19:16.267452;0 days 00:01:43.999049;5456;2412;87
;id_3_7_003332;2019-10-30 10:02:01.156276;0 days 19:44:28.887873;5456;747;82
;id_1_7_001336;2019-10-29 16:44:46.432558;0 days 02:27:14.164155;5456;2465;153
;id:000570,src:000000,op:flip1,pos:6487,+cov;2019-10-29 13:44:34.673858;0.0;5456;1990;8
;id_3_12_003230;2019-10-30 08:18:18.058996;0 days 18:00:45.790593;5456;1703;525
;id_1_3_001514_cov;2019-10-29 17:14:26.383839;0 days 02:56:54.115436;5458;1010;61
;id:000423,src:000000,op:flip1,pos:6207;2019-10-29 13:44:34.673858;0.0;5460;528;22
;id_2_10_001995;2019-10-29 21:24:56.193920;0 days 07:07:23.925517;5460;2390;247
;id_1_0_001421;2019-10-29 17:05:42.392765;0 days 02:48:10.124362;5460;2419;305
;id_1_2_001466;2019-10-29 17:05:44.048750;0 days 02:48:11.780347;5460;2444;314
;id_3_9_002849;2019-10-30 05:23:51.362272;0 days 15:06:19.093869;5460;1751;534
;id:000374,src:000000,op:flip1,pos:6148,+cov;2019-10-29 13:44:34.673858;0.0;5460;461;36
;id:001181,src:000000,op:arith8,pos:7200,val:+5;2019-10-29 13:44:34.673858;0.0;5460;2324;60
;id_2_3_002175;2019-10-29 22:58:16.369183;0 days 08:40:44.100780;5460;644;167
;id_2_2_001970;2019-10-29 20:47:16.131370;0 days 06:29:43.862967;5460;569;62
;id_2_12_002415_cov;2019-10-29 23:32:11.929909;0 days 09:14:39.661506;5470;1660;518
;id_2_9_002111;2019-10-29 22:47:25.627321;0 days 08:29:53.358918;5470;2122;141
;id:000208,src:000000,op:flip1,pos:892,+cov;2019-10-29 13:44:34.673858;0.0;5470;2330;5
;id_0_7_000757;2019-10-29 14:47:52.483679;0 days 00:30:20.215276;5470;841;309
;id:001330,src:000000,op:havoc,rep:128;2019-10-29 13:44:34.673858;0.0;5471;359;35
;id_2_11_002560;2019-10-30 00:34:01.050694;0 days 10:16:28.782291;5471;1804;582
;id_1_10_001190;2019-10-29 16:30:35.224542;0 days 02:13:02.956139;5473;2300;195
;id_0_7_000881;2019-10-29 14:48:35.095287;0 days 00:31:02.826884;5473;2382;162
;id_1_1_001861;2019-10-29 18:56:08.486191;0 days 04:38:36.217788;5473;2306;157
;id:001386,src:000000,op:havoc,rep:128;2019-10-29 13:44:34.673858;0.0;5473;496;93
;id_1_9_001252;2019-10-29 16:37:27.748669;0 days 02:19:55.480266;5473;2340;198
;id_2_12_002603;2019-10-30 00:46:54.739356;0 days 10:29:22.470953;5473;1732;545
;id_2_10_002615;2019-10-30 00:52:05.356411;0 days 10:34:33.088008;5473;2130;289
;id:001119,src:000000,op:arith8,pos:6485,val:+21,+cov;2019-10-29 13:44:34.673858;0.0;5473;2384;59
;id:000633,src:000000,op:flip1,pos:6641;2019-10-29 13:44:34.673858;0.0;5473;2332;7
;id_3_0_002884;2019-10-30 05:54:25.884804;0 days 15:36:53.616401;5473;2550;431
;id_1_9_001241;2019-10-29 16:36:52.720999;0 days 02:19:20.452596;5473;2348;180
;id_0_0_001007;2019-10-29 15:18:09.269322;0 days 01:00:37.000919;5473;2327;20
;id_2_9_002339;2019-10-29 23:22:35.807367;0 days 09:05:03.538964;5473;2316;275
;id_1_9_001670;2019-10-29 17:46:07.545923;0 days 03:28:35.277520;5473;1722;459
;id_0_2_000938;2019-10-29 14:53:38.536494;0 days 00:36:06.268091;5473;2361;36
;id_0_4_000997;2019-10-29 15:15:01.739173;0 days 00:57:29.470770;5473;1192;136
;id_3_10_003092;2019-10-30 07:26:23.496474;0 days 17:08:51.228071;5473;1021;249
;id_0_7_000872;2019-10-29 14:48:18.723438;0 days 00:30:46.455035;5473;2476;217
;id_0_7_000738;2019-10-29 14:47:52.447679;0 days 00:30:20.179276;5473;840;308
;id_2_10_002114_cov;2019-10-29 22:48:28.654729;0 days 08:30:56.386326;5476;1940;269
;id:000426,src:000000,op:flip1,pos:6233;2019-10-29 13:44:34.673858;0.0;5476;691;106
;id:000101,src:000000,op:flip1,pos:413,+cov;2019-10-29 13:44:34.677858;0.0;5476;2330;5
;id_0_2_000538;2019-10-29 14:30:07.689474;0 days 00:12:35.421071;5476;2177;238
;id:000682,src:000000,op:flip1,pos:6925;2019-10-29 13:44:34.677858;0.0;5476;2360;35
;id_0_7_000509;2019-10-29 14:27:18.083033;0 days 00:09:45.814630;5476;851;160
;id:000123,src:000000,op:flip1,pos:445,+cov;2019-10-29 13:44:34.677858;0.0;5476;2343;18
;id_0_2_000638;2019-10-29 14:40:10.651929;0 days 00:22:38.383526;5476;2391;78
;id_0_2_000020;2019-10-29 14:15:29.153528;0.0;5476;2420;95
;id:000353,src:000000,op:flip1,pos:4990;2019-10-29 13:44:34.677858;0.0;5476;2328;3
;id_1_8_001625;2019-10-29 17:38:09.666420;0 days 03:20:37.398017;5476;2274;238
;id_0_2_000469;2019-10-29 14:24:37.016512;0 days 00:07:04.748109;5476;1828;77
;id:000546,src:000000,op:flip1,pos:6480;2019-10-29 13:44:34.677858;0.0;5476;2334;9
;id_3_4_002969;2019-10-30 06:41:08.658177;0 days 16:23:36.389774;5476;806;170
;id_2_10_002100;2019-10-29 22:44:13.409124;0 days 08:26:41.140721;5476;2347;283
;id_1_0_001929;2019-10-29 19:42:44.815898;0 days 05:25:12.547495;5476;2421;204
;id:000647,src:000000,op:flip1,pos:6681,+cov;2019-10-29 13:44:34.677858;0.0;5476;2326;25
;id:000403,src:000000,op:flip1,pos:6167,+cov;2019-10-29 13:44:34.677858;0.0;5476;1296;8
;id_3_9_002996;2019-10-30 07:00:47.835016;0 days 16:43:15.566613;5476;1735;514
;id:000471,src:000000,op:flip1,pos:6321;2019-10-29 13:44:34.677858;0.0;5476;2324;5
;id_0_4_000213_cov;2019-10-29 14:17:24.156477;0.0;5476;593;108
;id_1_9_001872;2019-10-29 18:59:46.656154;0 days 04:42:14.387751;5476;2268;205
;id_0_3_000448;2019-10-29 14:23:00.389398;0 days 00:05:28.120995;5476;2420;100
;id_1_6_001611;2019-10-29 17:32:35.353568;0 days 03:15:03.085165;5476;724;142
;id_2_10_002359;2019-10-29 23:24:54.674057;0 days 09:07:22.405654;5476;1851;233
;id_4_10_003392;2019-10-30 12:11:18.948194;0 days 21:53:46.679791;5476;1664;495
;id:000107,src:000000,op:flip1,pos:418;2019-10-29 13:44:34.677858;0.0;5476;2325;0
;id_1_8_001499_cov;2019-10-29 17:08:30.679183;0 days 02:50:58.410780;5478;1682;349
;id_0_7_000045;2019-10-29 14:15:31.093510;0.0;5478;513;98
;id:000657,src:000000,op:flip1,pos:6725;2019-10-29 13:44:34.677858;0.0;5478;2327;2
;id:000216,src:000000,op:flip1,pos:928,+cov;2019-10-29 13:44:34.677858;0.0;5478;2325;0
;id_3_9_003094;2019-10-30 07:29:06.250930;0 days 17:11:33.982527;5478;1699;408
;id_3_002760_cov;2019-10-30 03:17:16.666006;0 days 12:59:44.397603;5484;500;83
;id_1_001735;2019-10-29 17:46:25.037758;0 days 03:28:52.769355;5484;1611;406
;id_2_10_002147_cov;2019-10-29 22:54:18.383444;0 days 08:36:46.115041;5484;731;229
;id_0_2_000162;2019-10-29 14:16:26.985000;0.0;5484;2420;149
;id_2_7_002664;2019-10-30 01:43:38.959079;0 days 11:26:06.690676;5484;2143;212
;id_1_10_001869;2019-10-29 18:58:19.240969;0 days 04:40:46.972566;5484;2301;166
;id:000122,src:000000,op:flip1,pos:432,+cov;2019-10-29 13:44:34.677858;0.0;5484;2332;7
;id:001376,src:000000,op:havoc,rep:64;2019-10-29 13:44:34.677858;0.0;5486;499;97
;id:000705,src:000000,op:flip1,pos:7079;2019-10-29 13:44:34.677858;0.0;5486;2349;27
;id:000097,src:000000,op:flip1,pos:403;2019-10-29 13:44:34.677858;0.0;5486;2320;0
;id:001387,src:000000,op:havoc,rep:32;2019-10-29 13:44:34.677858;0.0;5486;780;72
;id:001212,src:000000,op:arith8,pos:7280,val:-5;2019-10-29 13:44:34.677858;0.0;5486;2236;19
