,filename,m_timestamp,total_coverage,current_coverage,total_coverage_own_finds,running_s
517,"id:000517,src:000000,op:arith8,pos:7281,val:-20",2019-10-30 14:10:56.556082432,3028,1389,1654,0.0
518,"id:000518,src:000000,op:arith16,pos:44,val:-10,+cov",2019-10-30 14:10:56.552082432,3030,525,1656,0.0
519,"id:000519,src:000000,op:arith16,pos:50,val:-30,+cov",2019-10-30 14:10:56.552082432,3032,657,1658,0.0
520,"id:000520,src:000000,op:arith16,pos:4174,val:-16,+cov",2019-10-30 14:10:56.544082432,3033,1375,1659,0.0
521,"id:000521,src:000000,op:arith16,pos:4190,val:-3",2019-10-30 14:10:56.552082432,3033,1072,1659,0.0
522,"id:000522,src:000000,op:arith16,pos:4206,val:-4",2019-10-30 14:10:56.536082432,3033,1073,1659,0.0
523,"id:000523,src:000000,op:arith16,pos:4302,val:-10",2019-10-30 14:10:56.540082432,3033,1076,1659,0.0
524,"id:000524,src:000000,op:arith16,pos:4318,val:-11",2019-10-30 14:10:56.544082432,3033,1076,1659,0.0
525,"id:000525,src:000000,op:arith16,pos:4334,val:-12",2019-10-30 14:10:56.560082432,3033,1076,1659,0.0
526,"id:000526,src:000000,op:arith16,pos:4350,val:-13",2019-10-30 14:10:56.560082432,3033,1076,1659,0.0
527,"id:000527,src:000000,op:arith16,pos:4366,val:-14",2019-10-30 14:10:56.544082432,3033,1076,1659,0.0
528,"id:000528,src:000000,op:arith16,pos:4878,val:-28,+cov",2019-10-30 14:10:56.548082688,3034,1380,1660,0.0
529,"id:000529,src:000000,op:arith16,pos:5150,val:-17",2019-10-30 14:10:56.536082432,3034,1077,1660,0.0
530,"id:000530,src:000000,op:arith16,pos:6152,val:-35",2019-10-30 14:10:56.536082432,3034,736,1660,0.0
531,"id:000531,src:000000,op:arith16,pos:6467,val:-1",2019-10-30 14:10:56.560082432,3034,840,1660,0.0
532,"id:000532,src:000000,op:arith16,pos:7284,val:-25,+cov",2019-10-30 14:10:56.560082432,3035,907,1661,0.0
533,"id:000533,src:000000,op:int8,pos:6304,val:+0",2019-10-30 14:10:56.548082688,3035,1380,1661,0.0
534,"id:000534,src:000000,op:int8,pos:7200,val:-1",2019-10-30 14:10:56.536082432,3035,1347,1661,0.0
535,"id:000535,src:000000,op:int8,pos:7200,val:+100",2019-10-30 14:10:56.544082432,3035,1363,1661,0.0
536,"id:000536,src:000000,op:int8,pos:7204,val:-128",2019-10-30 14:10:56.556082432,3035,1427,1661,0.0
537,"id:000537,src:000000,op:int16,pos:32,val:+0,+cov",2019-10-30 14:10:56.544082432,3038,513,1664,0.0
538,"id:000538,src:000000,op:int16,pos:47,val:+1,+cov",2019-10-30 14:10:56.544082432,3040,551,1666,0.0
539,"id:000539,src:000000,op:int16,pos:4783,val:+0",2019-10-30 14:10:56.560082432,3040,1384,1666,0.0
540,"id:000540,src:000000,op:int16,pos:6488,val:be:+255,+cov",2019-10-30 14:10:56.544082432,3043,1406,1669,0.0
541,"id:000541,src:000000,op:int16,pos:6968,val:be:+255,+cov",2019-10-30 14:10:56.548082688,3049,1382,1675,0.0
542,"id:000542,src:000000,op:int16,pos:7200,val:be:+512",2019-10-30 14:10:56.540082432,3049,1369,1675,0.0
543,"id:000543,src:000000,op:int16,pos:7200,val:be:+1024",2019-10-30 14:10:56.556082432,3049,1385,1675,0.0
544,"id:000544,src:000000,op:int16,pos:7204,val:+0,+cov",2019-10-30 14:10:56.556082432,3053,1077,1679,0.0
545,"id:000545,src:000000,op:int16,pos:7208,val:be:+255,+cov",2019-10-30 14:10:56.548082688,3054,1338,1680,0.0
546,"id:000546,src:000000,op:int16,pos:7280,val:+16",2019-10-30 14:10:56.536082432,3054,1358,1680,0.0
547,"id:000547,src:000000,op:int16,pos:7284,val:+0,+cov",2019-10-30 14:10:56.560082432,3055,596,1681,0.0
548,"id:000548,src:000000,op:int32,pos:0,val:be:+65535,+cov",2019-10-30 14:10:56.544082432,3061,473,1687,0.0
549,"id:000549,src:000000,op:int32,pos:6150,val:-100663046,+cov",2019-10-30 14:10:56.544082432,3064,744,1690,0.0
550,"id:000550,src:000000,op:int32,pos:6150,val:-32769,+cov",2019-10-30 14:10:56.556082432,3066,749,1692,0.0
551,"id:000551,src:000000,op:int32,pos:7190,val:-100663046",2019-10-30 14:10:56.544082432,3066,970,1692,0.0
552,"id:000552,src:000000,op:int32,pos:7198,val:+100663045",2019-10-30 14:10:56.556082432,3066,1352,1692,0.0
553,"id:000553,src:000000,op:ext_AO,pos:44",2019-10-30 14:10:56.560082432,3066,550,1692,0.0
554,"id:000554,src:000000,op:ext_AO,pos:6150,+cov",2019-10-30 14:10:56.544082432,3069,749,1695,0.0
555,"id:000555,src:000000,op:ext_AO,pos:6150,+cov",2019-10-30 14:10:56.544082432,3070,1454,1696,0.0
556,"id:000556,src:000000,op:ext_AO,pos:7192,+cov",2019-10-30 14:10:56.556082432,3072,970,1698,0.0
557,"id:000557,src:000000,op:ext_AO,pos:7197",2019-10-30 14:10:56.556082432,3072,1353,1698,0.0
558,"id:000558,src:000000,op:ext_AO,pos:7197",2019-10-30 14:10:56.552082432,3072,1369,1698,0.0
559,"id:000559,src:000000,op:ext_AO,pos:7198",2019-10-30 14:10:56.556082432,3072,1347,1698,0.0
560,"id:000560,src:000000,op:ext_AO,pos:7198",2019-10-30 14:10:56.548082688,3072,1356,1698,0.0
561,"id:000561,src:000000,op:ext_AO,pos:7198",2019-10-30 14:10:56.552082432,3072,1371,1698,0.0
562,"id:000562,src:000000,op:ext_AO,pos:7200",2019-10-30 14:10:56.560082432,3072,1375,1698,0.0
563,"id:000563,src:000000,op:ext_AO,pos:7200",2019-10-30 14:10:56.548082688,3072,1386,1698,0.0
564,"id:000564,src:000000,op:ext_AO,pos:7201",2019-10-30 14:10:56.540082432,3072,1414,1698,0.0
565,"id:000565,src:000000,op:ext_AO,pos:7201,+cov",2019-10-30 14:10:56.540082432,3073,1071,1699,0.0
566,"id:000566,src:000000,op:ext_AO,pos:7205",2019-10-30 14:10:56.548082688,3073,1357,1699,0.0
567,"id:000567,src:000000,op:ext_AO,pos:7239",2019-10-30 14:10:56.544082432,3073,1371,1699,0.0
568,"id:000568,src:000000,op:havoc,rep:64",2019-10-30 14:10:56.540082432,3073,583,1699,0.0
569,"id:000569,src:000000,op:havoc,rep:128",2019-10-30 14:10:56.536082432,3073,506,1699,0.0
570,"id:000570,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.552082432,3073,595,1699,0.0
571,"id:000571,src:000000,op:havoc,rep:4",2019-10-30 14:10:56.544082432,3073,1378,1699,0.0
572,"id:000572,src:000000,op:havoc,rep:32",2019-10-30 14:10:56.544082432,3073,455,1699,0.0
573,"id:000573,src:000000,op:havoc,rep:8",2019-10-30 14:10:56.556082432,3073,1422,1699,0.0
574,"id:000574,src:000000,op:havoc,rep:64,+cov",2019-10-30 14:10:56.536082432,3076,470,1702,0.0
575,"id:000575,src:000000,op:havoc,rep:128,+cov",2019-10-30 14:10:56.560082432,3077,559,1703,0.0
576,"id:000576,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.540082432,3077,598,1703,0.0
577,"id:000577,src:000000,op:havoc,rep:32",2019-10-30 14:10:56.552082432,3077,1334,1703,0.0
578,"id:000578,src:000000,op:havoc,rep:8",2019-10-30 14:10:56.552082432,3077,583,1703,0.0
579,"id:000579,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.556082432,3077,603,1703,0.0
580,"id:000580,src:000000,op:havoc,rep:16,+cov",2019-10-30 14:10:56.544082432,3083,599,1709,0.0
581,"id:000581,src:000000,op:havoc,rep:128",2019-10-30 14:10:56.556082432,3083,585,1709,0.0
582,"id:000582,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.560082432,3083,595,1709,0.0
583,"id:000583,src:000000,op:havoc,rep:128,+cov",2019-10-30 14:10:56.552082432,3084,549,1710,0.0
584,"id:000584,src:000000,op:havoc,rep:4",2019-10-30 14:10:56.560082432,3084,806,1710,0.0
585,"id:000585,src:000000,op:havoc,rep:128",2019-10-30 14:10:56.556082432,3084,551,1710,0.0
586,"id:000586,src:000000,op:havoc,rep:64",2019-10-30 14:10:56.540082432,3084,591,1710,0.0
587,"id:000587,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.552082432,3084,630,1710,0.0
588,"id:000588,src:000000,op:havoc,rep:8",2019-10-30 14:10:56.552082432,3084,1317,1710,0.0
589,"id:000589,src:000000,op:havoc,rep:64,+cov",2019-10-30 14:10:56.544082432,3085,511,1711,0.0
590,"id:000590,src:000000,op:havoc,rep:128,+cov",2019-10-30 14:10:56.548082688,3087,468,1713,0.0
591,"id:000591,src:000000,op:havoc,rep:64",2019-10-30 14:10:56.544082432,3087,539,1713,0.0
592,"id:000592,src:000000,op:havoc,rep:8",2019-10-30 14:10:56.552082432,3087,968,1713,0.0
593,"id:000593,src:000000,op:havoc,rep:32",2019-10-30 14:10:56.560082432,3087,749,1713,0.0
594,"id:000594,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.540082432,3087,922,1713,0.0
595,"id:000595,src:000000,op:havoc,rep:8",2019-10-30 14:10:56.556082432,3087,1390,1713,0.0
596,"id:000596,src:000000,op:havoc,rep:32",2019-10-30 14:10:56.560082432,3087,543,1713,0.0
597,"id:000597,src:000000,op:havoc,rep:8",2019-10-30 14:10:56.548082688,3087,1378,1713,0.0
598,"id:000598,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.560082432,3087,701,1713,0.0
599,"id:000599,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.552082432,3087,723,1713,0.0
600,"id:000600,src:000000,op:havoc,rep:64",2019-10-30 14:10:56.536082432,3087,747,1713,0.0
601,"id:000601,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.552082432,3087,911,1713,0.0
602,"id:000602,src:000000,op:havoc,rep:32",2019-10-30 14:10:56.548082688,3087,1422,1713,0.0
603,"id:000603,src:000000,op:havoc,rep:32",2019-10-30 14:10:56.552082432,3087,610,1713,0.0
604,"id:000604,src:000000,op:havoc,rep:4",2019-10-30 14:10:56.552082432,3087,1421,1713,0.0
605,"id:000605,src:000000,op:havoc,rep:4,+cov",2019-10-30 14:10:56.556082432,3088,1516,1714,0.0
606,"id:000606,src:000000,op:havoc,rep:64",2019-10-30 14:10:56.540082432,3088,619,1714,0.0
607,"id:000607,src:000000,op:havoc,rep:64",2019-10-30 14:10:56.552082432,3088,483,1714,0.0
608,"id:000608,src:000000,op:havoc,rep:4",2019-10-30 14:10:56.560082432,3088,916,1714,0.0
609,"id:000609,src:000000,op:havoc,rep:64,+cov",2019-10-30 14:10:56.552082432,3090,469,1716,0.0
610,"id:000610,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.544082432,3090,1411,1716,0.0
611,"id:000611,src:000000,op:havoc,rep:4",2019-10-30 14:10:56.552082432,3090,1393,1716,0.0
612,"id:000612,src:000000,op:havoc,rep:4",2019-10-30 14:10:56.560082432,3090,1377,1716,0.0
613,"id:000613,src:000000,op:havoc,rep:4",2019-10-30 14:10:56.548082688,3090,899,1716,0.0
614,"id:000614,src:000000,op:havoc,rep:8",2019-10-30 14:10:56.536082432,3090,890,1716,0.0
615,"id:000615,src:000000,op:havoc,rep:4",2019-10-30 14:10:56.536082432,3090,815,1716,0.0
616,"id:000616,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.540082432,3090,925,1716,0.0
617,"id:000617,src:000000,op:havoc,rep:4,+cov",2019-10-30 14:10:56.540082432,3092,1380,1718,0.0
618,"id:000618,src:000000,op:havoc,rep:16",2019-10-30 14:10:56.552082432,3092,1329,1718,0.0
619,"id:000619,src:000000,op:havoc,rep:32",2019-10-30 14:10:56.560082432,3092,1015,1718,0.0
620,"id:000620,src:000000,op:havoc,rep:8",2019-10-30 14:10:56.540082432,3092,1348,1718,0.0
621,"id:000621,src:000000,op:havoc,rep:4",2019-10-30 14:10:56.544082432,3092,881,1718,0.0
622,"id:000622,src:000000,op:havoc,rep:4",2019-10-30 14:10:56.560082432,3092,1408,1718,0.0
623,"id:000623,src:000002,op:havoc,rep:8,+cov",2019-10-30 14:10:56.544082432,3094,466,1720,0.0
624,"id:000624,src:000002,op:havoc,rep:128,+cov",2019-10-30 14:10:56.548082688,3095,466,1721,0.0
625,"id:000625,src:000002,op:havoc,rep:32,+cov",2019-10-30 14:10:56.552082432,3098,462,1724,0.0
626,"id:000626,src:000002,op:havoc,rep:128,+cov",2019-10-30 14:10:56.544082432,3103,421,1729,0.0
627,"id:000627,src:000002,op:havoc,rep:128,+cov",2019-10-30 14:10:56.556082432,3105,451,1731,0.0
628,"id:000628,src:000002,op:havoc,rep:128",2019-10-30 14:10:56.544082432,3105,459,1731,0.0
629,"id:000629,src:000002,op:havoc,rep:128,+cov",2019-10-30 14:10:56.564082432,3107,463,1733,0.0
630,"id:000630,src:000002,op:havoc,rep:4,+cov",2019-10-30 14:10:56.564082432,3109,469,1735,0.0
631,"id:000631,src:000002,op:havoc,rep:32,+cov",2019-10-30 14:10:56.540082432,3111,466,1737,0.0
632,"id:000632,src:000002,op:havoc,rep:64,+cov",2019-10-30 14:10:56.548082688,3113,452,1739,0.0
633,"id:000633,src:000002,op:havoc,rep:128,+cov",2019-10-30 14:10:56.560082432,3115,464,1741,0.0
634,"id:000634,src:000002,op:havoc,rep:64,+cov",2019-10-30 14:10:56.544082432,3123,455,1749,0.0
635,"id:000635,src:000002,op:havoc,rep:128,+cov",2019-10-30 14:10:56.556082432,3199,597,1825,0.0
636,"id:000636,src:000002,op:havoc,rep:64,+cov",2019-10-30 14:10:56.548082688,3230,521,1856,0.0
637,"id:000637,src:000007,op:havoc,rep:32",2019-10-30 14:10:56.548082688,3230,505,1856,0.0
638,"id:000638,src:000008,op:flip2,pos:5560",2019-10-30 14:10:56.536082432,3230,1497,1856,0.0
639,"id:000639,src:000008,op:havoc,rep:16",2019-10-30 14:10:56.560082432,3230,595,1856,0.0
640,"id:000640,src:000008,op:havoc,rep:32",2019-10-30 14:10:56.552082432,3230,1363,1856,0.0
641,"id:000641,src:000008,op:havoc,rep:128,+cov",2019-10-30 14:10:56.552082432,3233,609,1859,0.0
642,"id:000642,src:000008,op:havoc,rep:2",2019-10-30 14:10:56.556082432,3233,726,1859,0.0
643,"id:000643,src:000008,op:havoc,rep:8",2019-10-30 14:10:56.540082432,3233,1410,1859,0.0
644,"id:000644,src:000008,op:havoc,rep:4",2019-10-30 14:10:56.544082432,3233,1314,1859,0.0
645,"id:000645,src:000008,op:havoc,rep:8",2019-10-30 14:10:56.540082432,3233,891,1859,0.0
646,"id:000646,src:000008,op:havoc,rep:64",2019-10-30 14:10:56.552082432,3233,622,1859,0.0
647,"id:000647,src:000008,op:havoc,rep:8",2019-10-30 14:10:56.544082432,3233,1044,1859,0.0
648,"id:000648,src:000008,op:havoc,rep:16,+cov",2019-10-30 14:10:56.544082432,3259,1378,1885,0.0
649,"id:000649,src:000008,op:havoc,rep:4",2019-10-30 14:10:56.536082432,3259,874,1885,0.0
650,"id:000650,src:000008,op:havoc,rep:8",2019-10-30 14:10:56.536082432,3259,865,1885,0.0
651,"id:000651,src:000008,op:havoc,rep:32",2019-10-30 14:10:56.560082432,3259,785,1885,0.0
652,"id:000652,src:000008,op:havoc,rep:8",2019-10-30 14:10:56.544082432,3259,1373,1885,0.0
653,"id:000653,src:000008,op:havoc,rep:16",2019-10-30 14:10:56.552082432,3259,948,1885,0.0
654,"id:000654,src:000008,op:havoc,rep:64",2019-10-30 14:10:56.540082432,3259,585,1885,0.0
655,"id:000655,src:000008,op:havoc,rep:128",2019-10-30 14:10:56.556082432,3259,601,1885,0.0
656,"id:000656,src:000008,op:havoc,rep:64",2019-10-30 14:10:56.536082432,3259,485,1885,0.0
657,"id:000657,src:000008,op:havoc,rep:2",2019-10-30 14:10:56.552082432,3259,1418,1885,0.0
658,"id:000658,src:000008,op:havoc,rep:16",2019-10-30 14:10:56.548082688,3259,1315,1885,0.0
659,"id:000659,src:000008,op:havoc,rep:4",2019-10-30 14:10:56.548082688,3259,1381,1885,0.0
660,"id:000660,src:000008,op:havoc,rep:8",2019-10-30 14:10:56.556082432,3259,777,1885,0.0
661,"id:000661,src:000008,op:havoc,rep:2,+cov",2019-10-30 14:10:56.544082432,3261,1569,1887,0.0
662,"id:000662,src:000009,op:flip1,pos:6308,+cov",2019-10-30 14:10:56.564082432,3266,1442,1892,0.0
663,"id:000663,src:000009,op:flip1,pos:6308,+cov",2019-10-30 14:10:56.552082432,3268,980,1894,0.0
664,"id:000664,src:000009,op:flip1,pos:6308",2019-10-30 14:10:56.540082432,3268,1436,1894,0.0
665,"id:000665,src:000009,op:flip1,pos:6468",2019-10-30 14:10:56.544082432,3268,1375,1894,0.0
666,"id:000666,src:000009,op:flip1,pos:6488,+cov",2019-10-30 14:10:56.560082432,3272,1398,1898,0.0
667,"id:000667,src:000009,op:flip1,pos:6513",2019-10-30 14:10:56.544082432,3272,918,1898,0.0
668,"id:000668,src:000009,op:flip1,pos:6628",2019-10-30 14:10:56.548082688,3272,1400,1898,0.0
669,"id:000669,src:000009,op:flip1,pos:7192,+cov",2019-10-30 14:10:56.536082432,3274,1377,1900,0.0
670,"id:000670,src:000009,op:flip1,pos:7205",2019-10-30 14:10:56.548082688,3274,1427,1900,0.0
671,"id:000671,src:000009,op:flip4,pos:6488",2019-10-30 14:10:56.560082432,3274,1378,1900,0.0
672,"id:000672,src:000009,op:arith8,pos:6308,val:-9",2019-10-30 14:10:56.544082432,3274,1436,1900,0.0
673,"id:000673,src:000009,op:havoc,rep:16",2019-10-30 14:10:56.560082432,3274,1421,1900,0.0
674,"id:000674,src:000011,op:flip1,pos:33,+cov",2019-10-30 14:10:56.564082432,3275,679,1901,0.0
675,"id:000675,src:000011,op:flip1,pos:48",2019-10-30 14:10:56.564082432,3275,676,1901,0.0
676,"id:000676,src:000011,op:flip1,pos:6145",2019-10-30 14:10:56.556082432,3275,625,1901,0.0
677,"id:000677,src:000011,op:flip1,pos:6148",2019-10-30 14:10:56.540082432,3275,596,1901,0.0
678,"id:000678,src:000011,op:flip1,pos:6148",2019-10-30 14:10:56.556082432,3275,595,1901,0.0
679,"id:000679,src:000011,op:flip1,pos:6153",2019-10-30 14:10:56.548082688,3275,723,1901,0.0
680,"id:000680,src:000011,op:flip1,pos:6185",2019-10-30 14:10:56.548082688,3275,728,1901,0.0
681,"id:000681,src:000011,op:flip1,pos:6225",2019-10-30 14:10:56.544082432,3275,784,1901,0.0
682,"id:000682,src:000011,op:flip1,pos:6265",2019-10-30 14:10:56.552082432,3275,791,1901,0.0
683,"id:000683,src:000011,op:flip1,pos:6273",2019-10-30 14:10:56.560082432,3275,834,1901,0.0
684,"id:000684,src:000011,op:flip1,pos:6332",2019-10-30 14:10:56.548082688,3275,770,1901,0.0
685,"id:000685,src:000011,op:flip1,pos:6345",2019-10-30 14:10:56.540082432,3275,807,1901,0.0
686,"id:000686,src:000011,op:flip1,pos:6348",2019-10-30 14:10:56.548082688,3275,777,1901,0.0
687,"id:000687,src:000011,op:flip1,pos:6353",2019-10-30 14:10:56.540082432,3275,856,1901,0.0
688,"id:000688,src:000011,op:flip1,pos:6420",2019-10-30 14:10:56.536082432,3275,790,1901,0.0
689,"id:000689,src:000011,op:flip1,pos:6508,+cov",2019-10-30 14:10:56.548082688,3276,1375,1902,0.0
690,"id:000690,src:000011,op:flip1,pos:6508",2019-10-30 14:10:56.552082432,3276,806,1902,0.0
691,"id:000691,src:000011,op:flip1,pos:6553",2019-10-30 14:10:56.536082432,3276,906,1902,0.0
692,"id:000692,src:000011,op:flip1,pos:6593",2019-10-30 14:10:56.560082432,3276,906,1902,0.0
693,"id:000693,src:000011,op:flip1,pos:6633",2019-10-30 14:10:56.540082432,3276,911,1902,0.0
694,"id:000694,src:000011,op:flip1,pos:6948",2019-10-30 14:10:56.540082432,3276,848,1902,0.0
695,"id:000695,src:000011,op:flip1,pos:6953",2019-10-30 14:10:56.552082432,3276,918,1902,0.0
696,"id:000696,src:000011,op:flip1,pos:6985",2019-10-30 14:10:56.556082432,3276,886,1902,0.0
697,"id:000697,src:000011,op:flip1,pos:7205",2019-10-30 14:10:56.544082432,3276,881,1902,0.0
698,"id:000698,src:000011,op:flip1,pos:7241",2019-10-30 14:10:56.548082688,3276,1352,1902,0.0
699,"id:000699,src:000011,op:flip1,pos:7265",2019-10-30 14:10:56.552082432,3276,951,1902,0.0
700,"id:000700,src:000011,op:flip32,pos:6510,+cov",2019-10-30 14:10:56.556082432,3277,1452,1903,0.0
701,"id:000701,src:000011,op:flip32,pos:7150",2019-10-30 14:10:56.536082432,3277,947,1903,0.0
702,"id:000702,src:000011,op:int16,pos:7284,val:+0",2019-10-30 14:10:56.560082432,3277,586,1903,0.0
703,"id:000703,src:000011,op:int32,pos:6150,val:-32769",2019-10-30 14:10:56.548082688,3277,736,1903,0.0
704,"id:000704,src:000011,op:ext_AO,pos:6150",2019-10-30 14:10:56.548082688,3277,736,1903,0.0
705,"id:000705,src:000011,op:ext_AO,pos:7192",2019-10-30 14:10:56.540082432,3277,957,1903,0.0
706,"id:000706,src:000012,op:flip1,pos:29,+cov",2019-10-30 14:10:56.548082688,3278,1368,1904,0.0
707,"id:000707,src:000012,op:flip1,pos:6153",2019-10-30 14:10:56.536082432,3278,1360,1904,0.0
708,"id:000708,src:000012,op:flip1,pos:6468",2019-10-30 14:10:56.556082432,3278,1355,1904,0.0
709,"id:000709,src:000012,op:arith8,pos:29,val:+14,+cov",2019-10-30 14:10:56.552082432,3279,1356,1905,0.0
710,"id:000710,src:000012,op:arith8,pos:44,val:+33",2019-10-30 14:10:56.540082432,3279,1357,1905,0.0
711,"id:000711,src:000012,op:havoc,rep:4",2019-10-30 14:10:56.560082432,3279,1402,1905,0.0
712,"id:000712,src:000013,op:flip1,pos:44,+cov",2019-10-30 14:10:56.560082432,3282,1375,1908,0.0
713,"id:000713,src:000013,op:flip1,pos:6185",2019-10-30 14:10:56.552082432,3282,740,1908,0.0
714,"id:000714,src:000013,op:flip1,pos:6201",2019-10-30 14:10:56.564082432,3282,696,1908,0.0
715,"id:000715,src:000013,op:flip1,pos:6225",2019-10-30 14:10:56.560082432,3282,795,1908,0.0
716,"id:000716,src:000013,op:flip1,pos:6305",2019-10-30 14:10:56.544082432,3282,808,1908,0.0
717,"id:000717,src:000013,op:flip1,pos:6785",2019-10-30 14:10:56.564082432,3282,884,1908,0.0
718,"id:000718,src:000013,op:arith8,pos:29,val:+17,+cov",2019-10-30 14:10:56.556082432,3283,1358,1909,0.0
719,"id:000719,src:000013,op:int32,pos:158,val:+1,+cov",2019-10-30 14:10:56.548082688,3284,1381,1910,0.0
720,"id:000720,src:000013,op:havoc,rep:4",2019-10-30 14:10:56.556082432,3284,776,1910,0.0
721,"id:000721,src:000017,op:flip1,pos:44",2019-10-30 14:10:56.548082688,3284,1383,1910,0.0
722,"id:000722,src:000017,op:flip1,pos:44,+cov",2019-10-30 14:10:56.548082688,3299,1385,1925,0.0
723,"id:000723,src:000017,op:flip1,pos:44",2019-10-30 14:10:56.548082688,3299,1376,1925,0.0
724,"id:000724,src:000017,op:flip1,pos:44,+cov",2019-10-30 14:10:56.552082432,3311,1379,1937,0.0
725,"id:000725,src:000017,op:flip1,pos:4384,+cov",2019-10-30 14:10:56.556082432,3312,1366,1938,0.0
726,"id:000726,src:000017,op:flip1,pos:4416,+cov",2019-10-30 14:10:56.544082432,3314,1369,1940,0.0
727,"id:000727,src:000017,op:flip1,pos:6185",2019-10-30 14:10:56.540082432,3314,743,1940,0.0
728,"id:000728,src:000017,op:flip1,pos:6201",2019-10-30 14:10:56.556082432,3314,699,1940,0.0
729,"id:000729,src:000017,op:flip1,pos:6225",2019-10-30 14:10:56.552082432,3314,798,1940,0.0
730,"id:000730,src:000017,op:flip1,pos:6305",2019-10-30 14:10:56.544082432,3314,811,1940,0.0
731,"id:000731,src:000017,op:flip1,pos:6785",2019-10-30 14:10:56.540082432,3314,885,1940,0.0
732,"id:000732,src:000017,op:flip2,pos:44,+cov",2019-10-30 14:10:56.556082432,3315,1389,1941,0.0
733,"id:000733,src:000017,op:flip2,pos:44,+cov",2019-10-30 14:10:56.560082432,3316,1373,1942,0.0
734,"id:000734,src:000017,op:flip4,pos:44,+cov",2019-10-30 14:10:56.548082688,3317,1372,1943,0.0
735,"id:000735,src:000017,op:arith8,pos:44,val:+3,+cov",2019-10-30 14:10:56.540082432,3318,1381,1944,0.0
736,"id:000736,src:000017,op:int16,pos:4212,val:+1,+cov",2019-10-30 14:10:56.552082432,3319,1383,1945,0.0
737,"id:000737,src:000017,op:int16,pos:4244,val:+1,+cov",2019-10-30 14:10:56.544082432,3321,1383,1947,0.0
738,"id:000738,src:000017,op:int16,pos:4276,val:+1,+cov",2019-10-30 14:10:56.556082432,3323,1383,1949,0.0
739,"id:000739,src:000017,op:int16,pos:4308,val:+1,+cov",2019-10-30 14:10:56.552082432,3324,1382,1950,0.0
740,"id:000740,src:000017,op:int16,pos:4340,val:+1,+cov",2019-10-30 14:10:56.544082432,3326,1383,1952,0.0
741,"id:000741,src:000017,op:int16,pos:4372,val:+1,+cov",2019-10-30 14:10:56.564082432,3328,1383,1954,0.0
742,"id:000742,src:000023,op:flip1,pos:2092",2019-10-30 14:10:56.544082432,3328,592,1954,0.0
743,"id:000743,src:000023,op:flip1,pos:2128",2019-10-30 14:10:56.560082432,3328,619,1954,0.0
744,"id:000744,src:000023,op:flip1,pos:2172",2019-10-30 14:10:56.556082432,3328,592,1954,0.0
745,"id:000745,src:000023,op:flip1,pos:2208",2019-10-30 14:10:56.556082432,3328,619,1954,0.0
746,"id:000746,src:000023,op:flip2,pos:2052,+cov",2019-10-30 14:10:56.560082432,3339,773,1965,0.0
747,"id:000747,src:000023,op:arith8,pos:2052,val:+7,+cov",2019-10-30 14:10:56.564082432,3340,751,1966,0.0
748,"id:000748,src:000023,op:arith8,pos:2052,val:+17,+cov",2019-10-30 14:10:56.536082432,3341,584,1967,0.0
749,"id:000749,src:000023,op:havoc,rep:32",2019-10-30 14:10:56.556082432,3341,716,1967,0.0
750,"id:000750,src:000023,op:havoc,rep:16",2019-10-30 14:10:56.556082432,3341,763,1967,0.0
751,"id:000751,src:000023,op:havoc,rep:16",2019-10-30 14:10:56.552082432,3341,490,1967,0.0
752,"id:000752,src:000023,op:havoc,rep:32",2019-10-30 14:10:56.560082432,3341,524,1967,0.0
753,"id:000753,src:000023,op:havoc,rep:16",2019-10-30 14:10:56.540082432,3341,766,1967,0.0
754,"id:000754,src:000023,op:havoc,rep:128",2019-10-30 14:10:56.544082432,3341,478,1967,0.0
755,"id:000755,src:000023,op:havoc,rep:64",2019-10-30 14:10:56.536082432,3341,588,1967,0.0
756,"id:000756,src:000023,op:havoc,rep:32",2019-10-30 14:10:56.556082432,3341,821,1967,0.0
757,"id:000757,src:000023,op:havoc,rep:32",2019-10-30 14:10:56.556082432,3341,727,1967,0.0
758,"id:000758,src:000023,op:havoc,rep:2,+cov",2019-10-30 14:10:56.564082432,3345,776,1971,0.0
759,"id:000759,src:000030,op:arith8,pos:18,val:+3",2019-10-30 14:10:56.548082688,3345,597,1971,0.0
760,"id:000760,src:000030,op:arith16,pos:44,val:-10",2019-10-30 14:10:56.560082432,3345,597,1971,0.0
761,"id:000761,src:000052,op:flip2,pos:44",2019-10-30 14:10:56.544082432,3345,1377,1971,0.0
762,"id:000762,src:000053,op:havoc,rep:8",2019-10-30 14:10:56.540082432,3345,1376,1971,0.0
763,"id:000763,src:000056,op:flip1,pos:392",2019-10-30 14:10:56.540082432,3345,1372,1971,0.0
764,id_0_000184,2019-10-30 14:31:33.004420096,3345,812,1971,1236.0
